locus_tag	ftype	length_bp	gene	EC_number	COG	product
GCF_011405655.1_01828	CDS	1116	aroB	4.2.3.4	COG0337	3-dehydroquinate synthase
GCF_011405655.1_01829	CDS	537	aroK_2	2.7.1.71	COG0703	Shikimate kinase
GCF_011405655.1_01830	CDS	1167	aroC	4.2.3.5	COG0082	Chorismate synthase
GCF_011405655.1_01831	CDS	1440	asnS	6.1.1.22	COG0017	Asparagine--tRNA ligase
GCF_011405655.1_01832	CDS	930	ydiB	1.1.1.282	COG0169	Quinate/shikimate dehydrogenase
GCF_011405655.1_01833	CDS	633				hypothetical protein
GCF_011405655.1_01834	CDS	1221	mltG	4.2.2.-		Endolytic murein transglycosylase
GCF_011405655.1_01835	CDS	417	yqgF	3.1.-.-	COG0816	Putative pre-16S rRNA nuclease
GCF_011405655.1_01836	CDS	1149				TelA-like protein
GCF_011405655.1_01837	CDS	1626				hypothetical protein
GCF_011405655.1_01838	CDS	759				hypothetical protein
GCF_011405655.1_01839	CDS	1230				hypothetical protein
GCF_011405655.1_01840	CDS	798				IS21 family transposase ISMac9
GCF_011405655.1_01841	CDS	216				hypothetical protein
GCF_011405655.1_01842	CDS	648	insK		COG2801	Putative transposase InsK for insertion sequence element IS150
GCF_011405655.1_01843	CDS	927	xerC_3			Tyrosine recombinase XerC
GCF_011405655.1_01844	CDS	2511				hypothetical protein
GCF_011405655.1_01845	CDS	2637	alaS	6.1.1.7	COG0013	Alanine--tRNA ligase
GCF_011405655.1_01846	CDS	1434				hypothetical protein
GCF_011405655.1_01847	CDS	891				hypothetical protein
GCF_011405655.1_01848	CDS	1269			COG2256	putative AAA domain-containing protein
GCF_011405655.1_01849	CDS	813	gtaB	2.7.7.9		UTP--glucose-1-phosphate uridylyltransferase
GCF_011405655.1_01850	CDS	1059	apbE	2.7.1.180	COG1477	FAD:protein FMN transferase
GCF_011405655.1_01851	CDS	924				hypothetical protein
GCF_011405655.1_01852	CDS	744				hypothetical protein
GCF_011405655.1_01853	CDS	1851		1.3.5.4	COG1053	Fumarate reductase flavoprotein subunit
GCF_011405655.1_01854	CDS	570				hypothetical protein
GCF_011405655.1_01855	CDS	1110				hypothetical protein
GCF_011405655.1_01856	CDS	639				hypothetical protein
GCF_011405655.1_01857	CDS	309	hxlR		COG1733	HTH-type transcriptional activator HxlR
GCF_011405655.1_01858	CDS	885				hypothetical protein
GCF_011405655.1_01859	CDS	1674		2.1.1.72		Modification methylase Eco57IB
GCF_011405655.1_01860	CDS	192				hypothetical protein
GCF_011405655.1_01861	CDS	768	ccsA			Cytochrome c biogenesis protein CcsA
GCF_011405655.1_01862	CDS	759				hypothetical protein
GCF_011405655.1_01863	CDS	714	natA	7.2.2.4	COG4555	ABC transporter ATP-binding protein NatA
GCF_011405655.1_01864	CDS	2337	ccmF		COG1138	Cytochrome c-type biogenesis protein CcmF
GCF_011405655.1_01865	CDS	666	ccmE			Cytochrome c-type biogenesis protein CcmE
GCF_011405655.1_01866	CDS	1275	nrfA_2	1.7.2.2		Cytochrome c-552
GCF_011405655.1_01867	CDS	975	napH		COG0348	Ferredoxin-type protein NapH
GCF_011405655.1_01868	CDS	255	napD			Chaperone NapD
GCF_011405655.1_01869	CDS	342				hypothetical protein
GCF_011405655.1_01870	CDS	2541	napA_5	1.9.6.1		Periplasmic nitrate reductase
GCF_011405655.1_01871	CDS	627	napG_3		COG1145	Ferredoxin-type protein NapG
GCF_011405655.1_01872	CDS	1392	gabR		COG1167	HTH-type transcriptional regulatory protein GabR
GCF_011405655.1_01873	CDS	597	yqgN		COG0212	putative protein YqgN
GCF_011405655.1_01874	tRNA	76				tRNA-Ala(cgc)
GCF_011405655.1_01875	CDS	327				hypothetical protein
GCF_011405655.1_01876	CDS	990	hprA	1.1.1.29	COG1052	Glycerate dehydrogenase
GCF_011405655.1_01877	CDS	1059				hypothetical protein
GCF_011405655.1_01878	CDS	1203	icd	1.1.1.42	COG0538	Isocitrate dehydrogenase [NADP]
GCF_011405655.1_01879	CDS	2064	dbpA	3.6.4.13		ATP-dependent RNA helicase DbpA
GCF_011405655.1_01880	CDS	597	bar	2.3.1.183		Phosphinothricin N-acetyltransferase
GCF_011405655.1_01881	CDS	1545				hypothetical protein
GCF_011405655.1_01882	CDS	630				hypothetical protein
GCF_011405655.1_01883	CDS	861				hypothetical protein
GCF_011405655.1_01884	CDS	1170	rsmA	2.1.1.182		Ribosomal RNA small subunit methyltransferase A
GCF_011405655.1_01885	CDS	918				hypothetical protein
GCF_011405655.1_01886	CDS	981	dtd3_2	3.1.1.96		D-aminoacyl-tRNA deacylase
GCF_011405655.1_01887	CDS	1578	metG	6.1.1.10		Methionine--tRNA ligase
GCF_011405655.1_01888	CDS	2601	rcsC_10	2.7.13.3		Sensor histidine kinase RcsC
GCF_011405655.1_01889	CDS	420	cymR			HTH-type transcriptional regulator CymR
GCF_011405655.1_01890	CDS	1227	iscS_2	2.8.1.7		Cysteine desulfurase IscS
GCF_011405655.1_01891	CDS	459	iscU		COG0822	Iron-sulfur cluster assembly scaffold protein IscU
GCF_011405655.1_01892	CDS	945				hypothetical protein
GCF_011405655.1_01893	CDS	582				hypothetical protein
GCF_011405655.1_01894	CDS	873	rsmI	2.1.1.198	COG0313	Ribosomal RNA small subunit methyltransferase I
GCF_011405655.1_01895	CDS	4767				hypothetical protein
GCF_011405655.1_01896	CDS	747				hypothetical protein
GCF_011405655.1_01897	CDS	1440	tagU_1	2.7.8.-		Polyisoprenyl-teichoic acid--peptidoglycan teichoic acid transferase TagU
GCF_011405655.1_01898	CDS	432				hypothetical protein
GCF_011405655.1_01899	CDS	363				hypothetical protein
GCF_011405655.1_01900	CDS	1272				hypothetical protein
GCF_011405655.1_01901	CDS	633	qrcC	1.97.-.-	COG0437	Menaquinone reductase, iron-sulfur cluster-binding subunit
GCF_011405655.1_01902	CDS	2547	pcrA_3	1.97.1.-	COG0243	Perchlorate reductase subunit alpha
GCF_011405655.1_01903	CDS	1386				hypothetical protein
GCF_011405655.1_01904	CDS	399				hypothetical protein
GCF_011405655.1_01905	CDS	975				hypothetical protein
GCF_011405655.1_01906	CDS	981				hypothetical protein
GCF_011405655.1_01907	CDS	675				hypothetical protein
GCF_011405655.1_01908	CDS	1536				hypothetical protein
GCF_011405655.1_01909	CDS	603				hypothetical protein
GCF_011405655.1_01910	CDS	675				hypothetical protein
GCF_011405655.1_01911	CDS	1890				hypothetical protein
GCF_011405655.1_01912	CDS	2904				hypothetical protein
GCF_011405655.1_01913	CDS	411				hypothetical protein
GCF_011405655.1_01914	CDS	1365				hypothetical protein
GCF_011405655.1_01915	CDS	1368				hypothetical protein
GCF_011405655.1_01916	CDS	312	rhaM_1	5.1.3.32		L-rhamnose mutarotase
GCF_011405655.1_01917	CDS	669	dmsB_13		COG0437	Anaerobic dimethyl sulfoxide reductase chain B
GCF_011405655.1_01918	CDS	2364	ynfE_2	1.8.99.-	COG0243	Putative dimethyl sulfoxide reductase chain YnfE
GCF_011405655.1_01919	CDS	900				hypothetical protein
GCF_011405655.1_01920	CDS	687	torD_7			Chaperone protein TorD
GCF_011405655.1_01921	CDS	1167				hypothetical protein
GCF_011405655.1_01922	CDS	618	soeB_5		COG0437	Sulfite dehydrogenase subunit B
GCF_011405655.1_01923	CDS	2421	ynfF_2	1.8.99.-	COG1104	putative dimethyl sulfoxide reductase chain YnfF
GCF_011405655.1_01924	CDS	585				hypothetical protein
GCF_011405655.1_01925	CDS	1008	argF_2	2.1.3.3	COG0078	Ornithine carbamoyltransferase
GCF_011405655.1_01926	CDS	1248	arcA_3	3.5.3.6	COG2235	Arginine deiminase
GCF_011405655.1_01927	CDS	1431				hypothetical protein
GCF_011405655.1_01928	CDS	1251	arcA_4	3.5.3.6		Arginine deiminase
GCF_011405655.1_01929	CDS	687				hypothetical protein
GCF_011405655.1_01930	CDS	312	rhaM_2	5.1.3.32		L-rhamnose mutarotase
GCF_011405655.1_01931	CDS	471				hypothetical protein
GCF_011405655.1_01932	CDS	1092				hypothetical protein
GCF_011405655.1_01933	CDS	1641	ifcA_8	1.3.5.4	COG1053	Fumarate reductase flavoprotein subunit
GCF_011405655.1_01934	CDS	1614				hypothetical protein
GCF_011405655.1_01935	CDS	1683		1.3.5.4	COG1053	Fumarate reductase flavoprotein subunit
GCF_011405655.1_01936	CDS	1443				hypothetical protein
GCF_011405655.1_01937	CDS	888	gltC_2			HTH-type transcriptional regulator GltC
GCF_011405655.1_01938	CDS	1038				hypothetical protein
GCF_011405655.1_01939	CDS	1578				hypothetical protein
GCF_011405655.1_01940	CDS	5061	srmB_2	3.6.4.13		ATP-dependent RNA helicase SrmB
GCF_011405655.1_01941	CDS	306				hypothetical protein
GCF_011405655.1_01942	CDS	99				hypothetical protein
GCF_011405655.1_01943	CDS	1548				hypothetical protein
GCF_011405655.1_01944	CDS	1770	ksdD	1.3.99.4	COG1053	3-oxosteroid 1-dehydrogenase
GCF_011405655.1_01945	CDS	846				hypothetical protein
GCF_011405655.1_01946	CDS	1371	tap			Multidrug efflux pump Tap
GCF_011405655.1_01947	CDS	1572	pepD	3.4.-.-	COG4690	Dipeptidase
GCF_011405655.1_01948	CDS	438			COG3279	putative HTH-type transcriptional regulator
GCF_011405655.1_01949	CDS	432				hypothetical protein
GCF_011405655.1_01950	CDS	2211	rep	3.6.4.12		ATP-dependent DNA helicase Rep
GCF_011405655.1_01951	CDS	1017	aes	3.1.1.-		Acetyl esterase
GCF_011405655.1_01952	CDS	1860				hypothetical protein
GCF_011405655.1_01953	CDS	768	ecfT_4		COG0619	Energy-coupling factor transporter transmembrane protein EcfT
GCF_011405655.1_01954	CDS	855	ykoD_2	3.6.3.-	COG1122	Putative HMP/thiamine import ATP-binding protein YkoD
GCF_011405655.1_01955	CDS	840	ecfA1_2	7.-.-.-		Energy-coupling factor transporter ATP-binding protein EcfA1
GCF_011405655.1_01956	CDS	609				hypothetical protein
GCF_011405655.1_01957	CDS	786				hypothetical protein
GCF_011405655.1_01958	CDS	1071	ptcA_2	2.1.3.6	COG0078	Putrescine carbamoyltransferase
GCF_011405655.1_01959	CDS	1476	potE_1			Putrescine transporter PotE
GCF_011405655.1_01960	CDS	1125	aguA_3	3.5.3.12	COG2957	Putative agmatine deiminase
GCF_011405655.1_01961	CDS	801	aroF	2.5.1.54	COG2876	Phospho-2-dehydro-3-deoxyheptonate aldolase
GCF_011405655.1_01962	CDS	282				hypothetical protein
GCF_011405655.1_01963	CDS	564				hypothetical protein
GCF_011405655.1_01964	CDS	360				hypothetical protein
GCF_011405655.1_01965	CDS	219				hypothetical protein
GCF_011405655.1_01966	CDS	618	soeB_6		COG0437	Sulfite dehydrogenase subunit B
GCF_011405655.1_01967	CDS	2268	pcrA_4	1.97.1.-	COG0243	Perchlorate reductase subunit alpha
GCF_011405655.1_01968	CDS	1158				hypothetical protein
GCF_011405655.1_01969	CDS	933				hypothetical protein
GCF_011405655.1_01970	CDS	462				hypothetical protein
GCF_011405655.1_01971	CDS	978				hypothetical protein
GCF_011405655.1_01972	CDS	954	uppP	3.6.1.27		Undecaprenyl-diphosphatase
GCF_011405655.1_01973	CDS	822				hypothetical protein
GCF_011405655.1_01974	CDS	1083				hypothetical protein
GCF_011405655.1_01975	CDS	888	rlmB_2	2.1.1.185		23S rRNA (guanosine-2'-O-)-methyltransferase RlmB
GCF_011405655.1_01976	CDS	1410	pknD_1	2.7.11.1		Serine/threonine-protein kinase PknD
GCF_011405655.1_01977	CDS	420				hypothetical protein
GCF_011405655.1_01978	CDS	720				hypothetical protein
GCF_011405655.1_01979	CDS	834				hypothetical protein
GCF_011405655.1_01980	CDS	726		7.6.2.-	COG1131	Multidrug efflux system ATP-binding protein
GCF_011405655.1_01981	CDS	1041				hypothetical protein
GCF_011405655.1_01982	CDS	720	walR_3		COG0745	Transcriptional regulatory protein WalR
GCF_011405655.1_01983	CDS	2196	sasA_3	2.7.-.-		Adaptive-response sensory-kinase SasA
GCF_011405655.1_01984	CDS	990	ddh	1.4.1.16		Meso-diaminopimelate D-dehydrogenase
GCF_011405655.1_01985	CDS	2613	accD	2.1.3.15		Acetyl-coenzyme A carboxylase carboxyl transferase subunit beta, chloroplastic
GCF_011405655.1_01986	CDS	462	fabZ	4.2.1.59		3-hydroxyacyl-[acyl-carrier-protein] dehydratase FabZ
GCF_011405655.1_01987	CDS	1293	fabF	2.3.1.179		3-oxoacyl-[acyl-carrier-protein] synthase 2
GCF_011405655.1_01988	CDS	759	fabG	1.1.1.100		3-oxoacyl-[acyl-carrier-protein] reductase FabG
GCF_011405655.1_01989	CDS	963	fabD	2.3.1.39		Malonyl CoA-acyl carrier protein transacylase
GCF_011405655.1_01990	CDS	966		1.6.5.11	COG2070	NADH:quinone reductase
GCF_011405655.1_01991	CDS	1155	fabH	2.3.1.180	COG0332	3-oxoacyl-[acyl-carrier-protein] synthase 3
GCF_011405655.1_01992	CDS	1167				hypothetical protein
GCF_011405655.1_01993	CDS	858				hypothetical protein
GCF_011405655.1_01994	CDS	789				hypothetical protein
GCF_011405655.1_01995	CDS	909	ppx	3.6.1.11	COG0248	Exopolyphosphatase
GCF_011405655.1_01996	CDS	687				hypothetical protein
GCF_011405655.1_01997	CDS	600		3.1.3.3	COG0560	Phosphoserine phosphatase
GCF_011405655.1_01998	CDS	1851				hypothetical protein
GCF_011405655.1_01999	CDS	1035				hypothetical protein
GCF_011405655.1_02000	CDS	363				hypothetical protein
GCF_011405655.1_02001	CDS	468	yfkJ	3.1.3.48	COG0394	Low molecular weight protein-tyrosine-phosphatase YfkJ
GCF_011405655.1_02002	CDS	1680	ettA		COG0488	Energy-dependent translational throttle protein EttA
GCF_011405655.1_02003	CDS	555				hypothetical protein
GCF_011405655.1_02004	CDS	768	pezT	2.7.1.176		Toxin PezT
GCF_011405655.1_02005	CDS	132				hypothetical protein
GCF_011405655.1_02006	CDS	1386				hypothetical protein
GCF_011405655.1_02007	CDS	1713	fdnG	1.17.5.3	COG0243	Formate dehydrogenase, nitrate-inducible, major subunit
GCF_011405655.1_02008	CDS	1662	fdhA	1.17.1.9		Formate dehydrogenase subunit alpha
GCF_011405655.1_02009	CDS	1236	dapL	2.6.1.83	COG0436	LL-diaminopimelate aminotransferase
GCF_011405655.1_02010	CDS	951				hypothetical protein
GCF_011405655.1_02011	CDS	1110	zitB			Zinc transporter ZitB
GCF_011405655.1_02012	CDS	981				hypothetical protein
GCF_011405655.1_02013	CDS	1656	rcsC_11	2.7.13.3		Sensor histidine kinase RcsC
GCF_011405655.1_02014	CDS	933	cysK1	2.5.1.47	COG0031	O-acetylserine sulfhydrylase
GCF_011405655.1_02015	CDS	927	gltC_3			HTH-type transcriptional regulator GltC
GCF_011405655.1_02016	CDS	1149	mnmA	2.8.1.13		tRNA-specific 2-thiouridylase MnmA
GCF_011405655.1_02017	CDS	927	thiM	2.7.1.50	COG2145	Hydroxyethylthiazole kinase
GCF_011405655.1_02018	CDS	300				hypothetical protein
GCF_011405655.1_02019	CDS	864	rsxB_4	7.-.-.-		Ion-translocating oxidoreductase complex subunit B
GCF_011405655.1_02020	CDS	1926				hypothetical protein
GCF_011405655.1_02021	CDS	930	pdxS	4.3.3.6	COG0214	Pyridoxal 5'-phosphate synthase subunit PdxS
GCF_011405655.1_02022	CDS	552	pdxT	4.3.3.6	COG0311	Pyridoxal 5'-phosphate synthase subunit PdxT
GCF_011405655.1_02023	CDS	1638				hypothetical protein
GCF_011405655.1_02024	CDS	6330				hypothetical protein
GCF_011405655.1_02025	CDS	1734				hypothetical protein
GCF_011405655.1_02026	CDS	177				hypothetical protein
GCF_011405655.1_02027	CDS	1314				hypothetical protein
GCF_011405655.1_02028	CDS	813				hypothetical protein
GCF_011405655.1_02029	CDS	270				hypothetical protein
GCF_011405655.1_02030	CDS	651				hypothetical protein
GCF_011405655.1_02031	CDS	894				hypothetical protein
GCF_011405655.1_02032	CDS	900				hypothetical protein
GCF_011405655.1_02033	CDS	543	phsB_2		COG0437	Thiosulfate reductase electron transfer subunit PhsB
GCF_011405655.1_02034	CDS	2205	phsA_2	1.8.5.5	COG0243	Thiosulfate reductase molybdopterin-containing subunit PhsA
GCF_011405655.1_02035	CDS	744	ndhI_2	7.1.1.-		NAD(P)H-quinone oxidoreductase subunit I, chloroplastic
GCF_011405655.1_02036	CDS	2160	ydhV	1.-.-.-	COG2414	putative oxidoreductase YdhV
GCF_011405655.1_02037	CDS	1053				hypothetical protein
GCF_011405655.1_02038	CDS	600				hypothetical protein
GCF_011405655.1_02039	CDS	1797				hypothetical protein
GCF_011405655.1_02040	CDS	183				hypothetical protein
GCF_011405655.1_02041	CDS	1194	aspC	2.6.1.1	COG0436	Aspartate aminotransferase
GCF_011405655.1_02042	CDS	1389				hypothetical protein
GCF_011405655.1_02043	CDS	1359	proP_2			Proline/betaine transporter
GCF_011405655.1_02044	CDS	1146	strB1_1	2.1.4.2	COG1834	Inosamine-phosphate amidinotransferase 1
GCF_011405655.1_02045	CDS	582				hypothetical protein
GCF_011405655.1_02046	CDS	1347	proP_3			Proline/betaine transporter
GCF_011405655.1_02047	CDS	561				hypothetical protein
GCF_011405655.1_02048	CDS	1116				hypothetical protein
GCF_011405655.1_02049	CDS	1146	strB1_2	2.1.4.2	COG1834	Inosamine-phosphate amidinotransferase 1
GCF_011405655.1_02050	CDS	957	arcC1_3	2.7.2.2		Carbamate kinase 1
GCF_011405655.1_02051	CDS	999	arcB_2	2.1.3.3		Ornithine carbamoyltransferase, catabolic
GCF_011405655.1_02052	CDS	1224	arcA_5	3.5.3.6	COG2235	Arginine deiminase
GCF_011405655.1_02053	CDS	1629	nfdA_2	3.5.1.91		N-substituted formamide deformylase
GCF_011405655.1_02054	CDS	1293				hypothetical protein
GCF_011405655.1_02055	CDS	948	rlmN_2	2.1.1.192		putative dual-specificity RNA methyltransferase RlmN
GCF_011405655.1_02056	CDS	342	mcrB	3.1.21.-	COG1401	5-methylcytosine-specific restriction enzyme B
GCF_011405655.1_02057	CDS	1059	mcrC_2		COG4268	Protein McrC
GCF_011405655.1_02058	CDS	750				hypothetical protein
GCF_011405655.1_02059	CDS	360				hypothetical protein
GCF_011405655.1_02060	CDS	1080			COG0582	Putative prophage phiRv2 integrase
GCF_011405655.1_02061	CDS	399				hypothetical protein
GCF_011405655.1_02062	CDS	1074			COG0582	Putative prophage phiRv2 integrase
GCF_011405655.1_02063	CDS	198				hypothetical protein
GCF_011405655.1_02064	CDS	417				hypothetical protein
GCF_011405655.1_02065	CDS	1605	guaA_1	6.3.5.2		GMP synthase [glutamine-hydrolyzing]
GCF_011405655.1_02066	CDS	876				hypothetical protein
GCF_011405655.1_02067	CDS	378	glpE_2	2.8.1.1		Thiosulfate sulfurtransferase GlpE
GCF_011405655.1_02068	CDS	405				hypothetical protein
GCF_011405655.1_02069	CDS	228				hypothetical protein
GCF_011405655.1_02070	CDS	2028	cadA	3.6.3.3	COG2217	Cadmium, zinc and cobalt-transporting ATPase
GCF_011405655.1_02071	CDS	1251				hypothetical protein
GCF_011405655.1_02072	CDS	918				hypothetical protein
GCF_011405655.1_02073	CDS	1488				hypothetical protein
GCF_011405655.1_02074	CDS	636	dmsD_5			Tat proofreading chaperone DmsD
GCF_011405655.1_02075	CDS	582	dmsB_14		COG0437	Anaerobic dimethyl sulfoxide reductase chain B
GCF_011405655.1_02076	CDS	2697	dmsA_8	1.8.5.3	COG0243	Dimethyl sulfoxide reductase DmsA
GCF_011405655.1_02077	CDS	378	rplL			50S ribosomal protein L7/L12
GCF_011405655.1_02078	CDS	522	rplJ		COG0244	50S ribosomal protein L10
GCF_011405655.1_02079	CDS	1419				hypothetical protein
GCF_011405655.1_02080	CDS	1629				hypothetical protein
GCF_011405655.1_02081	CDS	2148				hypothetical protein
GCF_011405655.1_02082	CDS	408	vapC2	3.1.-.-	COG1487	Ribonuclease VapC2
GCF_011405655.1_02083	CDS	234				hypothetical protein
GCF_011405655.1_02084	CDS	1317	hisS	6.1.1.21	COG0124	Histidine--tRNA ligase
GCF_011405655.1_02085	CDS	1110	leuB	1.1.1.85	COG0473	3-isopropylmalate dehydrogenase
GCF_011405655.1_02086	CDS	501	DmdB	4.2.1.85		2,3-dimethylmalate dehydratase small subunit
GCF_011405655.1_02087	CDS	1287	dmdA	4.2.1.85		2,3-dimethylmalate dehydratase large subunit
GCF_011405655.1_02088	CDS	903				hypothetical protein
GCF_011405655.1_02089	CDS	1056	sdsA	2.5.1.84		All-trans-nonaprenyl-diphosphate synthase (geranyl-diphosphate specific)
GCF_011405655.1_02090	CDS	306				hypothetical protein
GCF_011405655.1_02091	CDS	357				hypothetical protein
GCF_011405655.1_02092	CDS	720	msrQ_2			Protein-methionine-sulfoxide reductase heme-binding subunit MsrQ
GCF_011405655.1_02093	CDS	735				hypothetical protein
GCF_011405655.1_02094	CDS	663	ttrB_2		COG0437	Tetrathionate reductase subunit B
GCF_011405655.1_02095	CDS	2481	dmsA_9	1.8.5.3	COG0243	Dimethyl sulfoxide reductase DmsA
GCF_011405655.1_02096	CDS	711	walR_4		COG0745	Transcriptional regulatory protein WalR
GCF_011405655.1_02097	CDS	1716	rcsC_12	2.7.13.3		Sensor histidine kinase RcsC
GCF_011405655.1_02098	CDS	672				hypothetical protein
GCF_011405655.1_02099	tRNA	83				tRNA-Leu(taa)
GCF_011405655.1_02100	CDS	951	ppx2	3.6.1.11	COG0248	Exopolyphosphatase 2
GCF_011405655.1_02101	CDS	939				hypothetical protein
GCF_011405655.1_02102	CDS	381	mntR_2		COG1321	Transcriptional regulator MntR
GCF_011405655.1_02103	CDS	303				hypothetical protein
GCF_011405655.1_02104	CDS	2337	feoB		COG0370	Fe(2+) transporter FeoB
GCF_011405655.1_02105	CDS	231				hypothetical protein
GCF_011405655.1_02106	CDS	282				hypothetical protein
GCF_011405655.1_02107	CDS	1575	thrC	4.2.3.1	COG0498	Threonine synthase
GCF_011405655.1_02108	CDS	345				hypothetical protein
GCF_011405655.1_02109	CDS	294				hypothetical protein
GCF_011405655.1_02110	CDS	447				hypothetical protein
GCF_011405655.1_02111	CDS	441				hypothetical protein
GCF_011405655.1_02112	CDS	2142				hypothetical protein
GCF_011405655.1_02113	CDS	516				hypothetical protein
GCF_011405655.1_02114	CDS	165				hypothetical protein
GCF_011405655.1_02115	CDS	243				hypothetical protein
GCF_011405655.1_02116	CDS	951				hypothetical protein
GCF_011405655.1_02117	CDS	987				hypothetical protein
GCF_011405655.1_02118	CDS	1332				hypothetical protein
GCF_011405655.1_02119	CDS	1317				hypothetical protein
GCF_011405655.1_02120	CDS	816				hypothetical protein
GCF_011405655.1_02121	tRNA	75				tRNA-Val(tac)
GCF_011405655.1_02122	CDS	477				hypothetical protein
GCF_011405655.1_02123	CDS	927	btuD_10	7.6.2.8		Vitamin B12 import ATP-binding protein BtuD
GCF_011405655.1_02124	CDS	651				hypothetical protein
GCF_011405655.1_02125	CDS	894	rhaS			HTH-type transcriptional activator RhaS
GCF_011405655.1_02126	CDS	951				hypothetical protein
GCF_011405655.1_02127	CDS	696				hypothetical protein
GCF_011405655.1_02128	CDS	1074				hypothetical protein
GCF_011405655.1_02129	CDS	888	cmpR_2		COG0583	HTH-type transcriptional activator CmpR
GCF_011405655.1_02130	CDS	873				hypothetical protein
GCF_011405655.1_02131	CDS	663				hypothetical protein
GCF_011405655.1_02132	CDS	3147	napA_6	1.9.6.1		Periplasmic nitrate reductase
GCF_011405655.1_02133	CDS	1518				hypothetical protein
GCF_011405655.1_02134	CDS	1542				hypothetical protein
GCF_011405655.1_02135	CDS	2277		1.-.-.-		NADH oxidase
GCF_011405655.1_02136	CDS	855				hypothetical protein
GCF_011405655.1_02137	CDS	762	torD_8			Chaperone protein TorD
GCF_011405655.1_02138	CDS	645	napF_3			Ferredoxin-type protein NapF
GCF_011405655.1_02139	CDS	1053				hypothetical protein
GCF_011405655.1_02140	CDS	2151				hypothetical protein
GCF_011405655.1_02141	CDS	1278	ndhI_3	7.1.1.-		NAD(P)H-quinone oxidoreductase subunit I, chloroplastic
GCF_011405655.1_02142	CDS	804				hypothetical protein
GCF_011405655.1_02143	CDS	375	ytrA		COG1725	HTH-type transcriptional repressor YtrA
GCF_011405655.1_02144	CDS	885	btuD_11	7.6.2.8		Vitamin B12 import ATP-binding protein BtuD
GCF_011405655.1_02145	CDS	705				hypothetical protein
GCF_011405655.1_02146	CDS	489				hypothetical protein
GCF_011405655.1_02147	CDS	1386	mepA_2			Multidrug export protein MepA
GCF_011405655.1_02148	CDS	3027				hypothetical protein
GCF_011405655.1_02149	CDS	684			COG1136	putative ABC transporter ATP-binding protein
GCF_011405655.1_02150	CDS	1185	sasA_4	2.7.-.-		Adaptive-response sensory-kinase SasA
GCF_011405655.1_02151	CDS	672	regX3_2		COG0745	Sensory transduction protein regX3
GCF_011405655.1_02152	CDS	1389	coaBC		COG0452	Coenzyme A biosynthesis bifunctional protein CoaBC
GCF_011405655.1_02153	CDS	918		1.1.1.81	COG0111	Hydroxypyruvate reductase
GCF_011405655.1_02154	CDS	639	betI			HTH-type transcriptional regulator BetI
GCF_011405655.1_02155	CDS	441				hypothetical protein
GCF_011405655.1_02156	CDS	846				hypothetical protein
GCF_011405655.1_02157	CDS	696				hypothetical protein
GCF_011405655.1_02158	CDS	2751	rcsC_13	2.7.13.3		Sensor histidine kinase RcsC
GCF_011405655.1_02159	CDS	2574	leuS	6.1.1.4		Leucine--tRNA ligase
GCF_011405655.1_02160	CDS	234				hypothetical protein
GCF_011405655.1_02161	CDS	585	engB		COG0218	putative GTP-binding protein EngB
GCF_011405655.1_02162	CDS	990				hypothetical protein
GCF_011405655.1_02163	CDS	882	cysL		COG0583	HTH-type transcriptional regulator CysL
GCF_011405655.1_02164	CDS	1518	guaB	1.1.1.205	COG0516	Inosine-5'-monophosphate dehydrogenase
GCF_011405655.1_02165	CDS	357				hypothetical protein
GCF_011405655.1_02166	CDS	810	menH_1	4.2.99.20		2-succinyl-6-hydroxy-2,4-cyclohexadiene-1-carboxylate synthase
GCF_011405655.1_02167	CDS	609	ngr		COG1592	Nigerythrin
GCF_011405655.1_02168	CDS	1425	apeA	3.4.11.-	COG1362	putative M18 family aminopeptidase 1
GCF_011405655.1_02169	CDS	957	arcC1_4	2.7.2.2		Carbamate kinase 1
GCF_011405655.1_02170	CDS	393	arcA_6	3.5.3.6	COG2235	Arginine deiminase
GCF_011405655.1_02171	CDS	237	arcA_7	3.5.3.6		Arginine deiminase
GCF_011405655.1_02172	CDS	423	arcA_8	3.5.3.6		Arginine deiminase
GCF_011405655.1_02173	CDS	282				hypothetical protein
GCF_011405655.1_02174	CDS	1671				hypothetical protein
GCF_011405655.1_02175	CDS	1206	aguA_4	3.5.3.12	COG2957	Putative agmatine deiminase
GCF_011405655.1_02176	CDS	1518	potE_2			Putrescine transporter PotE
GCF_011405655.1_02177	CDS	1071	ptcA_3	2.1.3.6	COG0078	Putrescine carbamoyltransferase
GCF_011405655.1_02178	CDS	969				hypothetical protein
GCF_011405655.1_02179	CDS	912	malT_4			HTH-type transcriptional regulator MalT
GCF_011405655.1_02180	CDS	1806	nfdA_3	3.5.1.91		N-substituted formamide deformylase
GCF_011405655.1_02181	CDS	1200				hypothetical protein
GCF_011405655.1_02182	CDS	321				hypothetical protein
GCF_011405655.1_02183	CDS	822				hypothetical protein
GCF_011405655.1_02184	CDS	291				hypothetical protein
GCF_011405655.1_02185	CDS	933	ilvE	2.6.1.42	COG0115	Branched-chain-amino-acid aminotransferase
GCF_011405655.1_02186	CDS	1326				hypothetical protein
GCF_011405655.1_02187	CDS	780	rcsC_14	2.7.13.3		Sensor histidine kinase RcsC
GCF_011405655.1_02188	CDS	633				hypothetical protein
GCF_011405655.1_02189	CDS	432				hypothetical protein
